cod_articulo,precio,descripcion,descripcion_adic,escala_1,escala_2,cod_unidad_medida,cod_barra,usa_escala,cta_compras,lleva_partida,lleva_serie,alicuota_iva,cta_ventas,cod_proveedor,sinonimo,alicuota_iva_co,porc_comision_ventas,porc_utilidad,stk_maximo,stk_minimo,punto_pedido,equivalencia,unidad_medida_compra
403208,"0.00","CACEROLA C/TAPA DE VIDRIO ANT. S/E SUSTI","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403210,"0.00","BIFERA ACANALADA 25X25CM ANT CERAM SUSTI","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403212,"0.00","MINI RALLADOR SURTIDO S/E COLOR","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403224,"0.00","DIFUSOR AROMAT. A.HOME MY ESSENCE","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403228,"0.00","BOWL C/TAPA ARCHIE COLOR FUCSIA","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403230,"0.00","TAZA I LOVE COFFEE 400 CC","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403231,"0.00","TAZA I LOVE DONA 400 CC","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403233,"0.00","SEMILLAS AROMATICAS OREGANO SUSTITUCION","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403234,"0.00","SEMILLAS AROMATICA CEBOLLINO SUSTITUCION","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403239,"0.00","EXPRIMIDOR PASTA DENTAL ANIMALITOS S/E","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403241,"0.00","MEZCLADOR MULTIUSO X 2 COLOR ROJO","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403247,"0.00","VASO SORBETE VIOLETTA TOYS POMPON","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403250,"0.00","VASO SORBETE VIOLETTA TOYS CROCKY","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403251,"0.00","VASO SORBETE VIOLETTA TOYS BUBU","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403253,"0.00","BOMBILLA ALUM NEGRO SUSTITUTO DE AZUL","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403255,"0.00","MOLDE P/HAMBURGUESAS S/E COLOR","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403258,"0.00","PALETA MATA MOSCAS MANITO (SUSTITUTO)","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403259,"0.00","SOPORTE PARA CELULAR/GPS SUSTITUTO","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403260,"0.00","PERCHA P/ CALZADO S/E COLOR","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403263,"0.00","CUCHARON COL ONOFRE S/E BASICS","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403270,"0.00","LAPICES MADERA DE COLORES X 12 ENV ROSA","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403274,"0.00","SET DE GEOMETRIA X 4 PIEZAS COLOR VERDE","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403279,"0.00","CARTUCHERA LATA BEST WISHES CELESTE","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403281,"0.00","CARTUCHERA CONEJITO 26 X 9.5 CM","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403283,"5999.00","ESTUCHE C/ MARCADORES 12 COLORES","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403316,"0.00","DIFUSOR AMBIENTAL A.HOME MEMORIES 1","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403319,"0.00","LUNCHERA VIOLETTA TOYS COCO","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403320,"5999.00","LUNCHERA VIOLETTA TOYS TONA","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403331,"0.00","MOLDE PARA FLAN/GELATINA X 4","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403336,"0.00","PORTACELULAR ANIMALITOS S/E","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403354,"2499.00","SET X 4 VASOS FACETADOS HANNA","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403357,"0.00","IDENTIFICADORES x 8 PARA HUERTAS","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403364,"0.00","FUNDA P/MICROONDAS BLANCA LUNARES BEIGE","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403365,"0.00","FUNDA P/LAVARR.CARGA FRON LUNAR BCO/BEIG","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403366,"0.00","FUNDA P/LAVARR.CARGA SUPE LUNAR BCO/BEIG","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403371,"0.00","MACETA S/E COLOR  SUSTITUTO","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403374,"0.00","TAPON FRUTAL HAWAII","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403375,"0.00","PIZZERA NAPOLES ALUMINIO SUSTITUCION","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403377,"0.00","SET X 4 BOWL S/E COLOR SUSTITUTO","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403384,"0.00","SET DE CUCHARON + COLAD DINO COL2021 S/E","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403386,"0.00","HERMETICO X 650 CC KELI COLECC 2021 S/E","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403389,"0.00","CORTANTE PARA PASTA ITALY COLOR S/E","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403404,"0.00","PERCHA PENNY LANE X 3 S/E","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403405,"0.00","PERCHA OLIVIA X 3 S/E","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403412,"0.00","PANERA ESPELTA S/E COLOR","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403413,"0.00","CEPILLO NEUMAT DESENR OVAL EXPERT ZAFIRO","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403414,"0.00","CEPILLO NEUMAT DESENRE XXL EXPERT ZAFIRO","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403418,"0.00","CEPILLO ARAÑA EXPERT ZAFIRO","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403423,"0.00","PEINE EXPERT COBRE","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403424,"0.00","PEINE EXPERT ZAFIRO","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403430,"0.00","TAZA C/CUCHARA 350 CC EMOJI CRAZY","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403440,"0.00","GUANTES DE JARDINERIA GREEN FLOWERS 24CM","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403442,"0.00","GUANTES DE JARDINERIA RED FLOWERS 24 CM","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403450,"0.00","ESCURRIDOR/ORGANIZ ABI AQUA SUSTITUTO","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403457,"0.00","TAZA VIOLETTA TOYS S/ELECCION","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403470,"0.00","PORTA REPASADOR BAJO ALACENA KITCHEN X 3","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403478,"4999.00","VIOLETTA ACCES BROCHA P/CONTOURING","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403479,"0.00","VIOLETTA ACCES BROCHA P/SMOKEY EYES","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403480,"0.00","VIOLETTA ACCES BROCHA P/BASE Y CORRECTOR","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403481,"0.00","VIOLETTA ACCES SACAPUNTAS DOBLE","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403482,"0.00","VIOLETTA ACCES BROCHA P/ILUMINADOR","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403486,"0.00","LUNCHERA VIOLETTA TOYS CROCKY","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403487,"5999.00","LUNCHERA VIOLETTA TOYS BUBU","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403491,"0.00","SEMILLAS DE FLORES COPETE ENANO","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403505,"1999.00","BOMBILLA ALUM VENECIA CELESTE","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403508,"0.00","ENSALADERA RETRO COLOR NEGRO","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403512,"0.00","CEPILLO NEUMAT DESENR EXPERT S/ELECCION","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403514,"0.00","PORTACEPILLO VIOLETTA TOYS POMPON","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403515,"0.00","PORTACEPILLO VIOLETTA TOYS COSMO","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403527,"0.00","TIJERA ESCOLAR ROSA/ANARANJADA SUSTIT.","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403529,"0.00","SET DE GEOMETRIA X 4 PIEZAS SUSTITUTO","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403530,"0.00","REGLA FLEXIBLE S/E (S)","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403531,"0.00","LAPICERA TELESCOPICA SUSTITUTO","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403541,"0.00","LAPICES DE COLORES 7 EN 1 SUSTITUTO","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403542,"0.00","AROMAT.ROPA/TELA MEMORIES Nº2 200ML","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403543,"0.00","TIJERA ESCOLAR MARIPOSA SUSTITUTO","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403553,"7999.00","CONT BREAK TO GO STAR CUISINE ROMANCE UV","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403554,"7999.00","CONT BREAK TO GO STAR CUISINE ROMANCE RO","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403555,"7999.00","CONT BREAK TO GO STAR CUISINE ROMANCE SA","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403565,"0.00","HUEVERA X 8 STAR CUISINE CANDY ROSA","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403567,"0.00","HUEVERA X 8 STAR CUISINE ROMANCE UVA","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403570,"8999.00","EXPRIMIDOR MANUAL STAR CUISINE ROMANCE","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403576,"4999.00","ESPECIER/QUES STAR CUISINE ROMANCE ROSA","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403577,"4999.00","ESPECIER/QUES STAR CUISINE ROMANCE UVA","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403578,"0.00","ESPECIER/QUES STAR CUISINE ROMANCE SALVI","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403581,"0.00","UNTADOR X 3 DESIGN COL BLANCO","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403588,"0.00","SET DE GEOMETRIA X 3 FLEXIBLE S/E SUSTI.","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403597,"0.00","ESCURRIDOR DE CUBIERTO EVOLUTION GRIS","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403608,"5499.00","SET X 2 ESPECIEROS C/ SOPORTE COL NEGRO","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403609,"5499.00","SET X 2 ESPECIEROS C/ SOPORTE COL BLANCO","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403632,"0.00","SARTEN ANTIADHERENTE RIVOLI 24 CM","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403634,"0.00","CACEROLA ANTIADHERENTE RIVOLI 22 CM","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403646,"0.00","PICADOR S/E","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403650,"0.00","ÑOQUERA PLASTICA S/E","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403654,"0.00","MATE-TERMO ROSA","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403655,"0.00","INDIVIDUAL VIOLETTA TOYS TONA","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403659,"0.00","INDIVIDUAL VIOLETTA TOYS CROCKY","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403663,"0.00","VASO LOLA 400 CC","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403694,"0.00","ORGANIZADOR MULTIFUNCION COL NEGRO","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403698,"0.00","ÑOQUERA PLASTICA COLEC 2021 TURQUESA","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403709,"0.00","ORGANIZADOR STAIRS STAR HOME BLANCO","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403712,"0.00","ORGANIZADOR SIMPLE STAR HOME GRIS","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403713,"0.00","ORGANIZADOR CON DIVISION STAR HOME BCO","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403721,"0.00","PORTA OBJETOS STAR HOME BLANCO","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403723,"0.00","ROCIADOR DE LIMON SPRAY COLEC 2021 S/E","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403727,"0.00","PLATO PLAYO VIOLETTA TOYS COSMO INTERV","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403729,"4999.00","PLATO PLAYO VIOLETTA TOYS TONA INTERV","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403732,"0.00","VASO SORBETE VIOLETTA TOYS RINGO NUEVO","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403733,"0.00","VASO SORBETE VIOLETTA TOYS TONA NUEVO","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403751,"0.00","VASO SORBITO UNICORNIO","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403763,"0.00","ESCURRIDOR DE CUBIERTOS VINTAGE AQCUA","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403765,"6999.00","SOPORTE CELULAR/GPS PARA AUTO","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403771,"0.00","BOLSO TERMICO VIOLETTA TOYS COCO","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403776,"0.00","SARTEN DOBLE 24CM ANTIAD. CERAMICA AQCUA","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403795,"0.00","ENSALADERA TRENTO COLOR ROSA","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403798,"0.00","COLADOR P/PASTAS VINTAGE S/E COLOR","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403799,"0.00","JARRA EXPRIMIDORA ABRIL 500 ML S/E COLOR","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403805,"0.00","CONTENEDOR MULTIUSO MIA X 3 COL ROSA","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403806,"1999.00","SEPARADOR DE HUEVO S/E COLOR","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403808,"0.00","COMPOTERAS X 4 STAR CUISINE TASTY S/E","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403816,"0.00","BOTELLA VITA SPORT 650 ML VERDE","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403849,"0.00","TAZA BEST MOM EVER 450 ML","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403850,"0.00","MATE INVOLCABLE BEST MOM EVER","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403853,"0.00","PLATO GRANDE FLOR COL DURAZNO 33 CM","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403854,"0.00","PLATO GRANDE FLOR COL TURQUESA 33 CM","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403855,"0.00","COLADOR DE METAL SONIC 13,5 CM","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403875,"0.00","TARRO ENCASTRABLE GRANDE SALMON 1000 ML","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403881,"0.00","CANASTO ORGANIZADOR GDE C/TAPA VERDE X2","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403882,"0.00","CANASTO ORGANIZADOR GDE C/TAPA SALMON X2","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403897,"0.00","SET PORTACEPILLO + EXPRIMIDOR S/E COLOR","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403922,"0.00","TAZA TRENTO ROSA 600 ML","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403925,"0.00","FRASCO ACRILICO C/TAPA MADISON 900 ML","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403926,"0.00","FRASCO ACRILICO C/TAPA MADISON 1400 ML","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403928,"0.00","JARRO ANTIADHERENTE RIVOLI 15CM","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403929,"0.00","MANTEL CAMINO A RAYAS 0,35 x 3 MTS","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403935,"0.00","UTENSILIO X 2 P/ENSALADA S/E COLOR","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403943,"0.00","FUENTE C/T 1,5L STAR CUISINE ROMANCE ROS","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403948,"0.00","FUENTE C/T 2L STAR CUISINE ROMANCE ROSA","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403949,"0.00","FUENTE C/T 2L STAR CUISINE ROMANCE SALVI","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403954,"0.00","PORTAROLLO STAR CUISINE ROMANCE ROSA","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403956,"0.00","PORTAROLLO STAR CUISINE ROMANCE UVA","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403957,"0.00","JARRA VID C/INFU STAR CUISINE CANDY ROSA","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403958,"0.00","JARRA VID C/INFU STAR CUISINE CANDY AQUA","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403959,"0.00","JARRA VID C/INFU STAR CUISINE CANDY LILA","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403966,"0.00","SET X 4 VASOS ALTOS FEYSA 420ML CRISTAL","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403974,"0.00","MOLDES COOKIES X2 ARBOL Y ESTRELLA","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
403993,"5499.00","SET X 2 ESPECIEROS C/ SOPORTE COL GRIS","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
404000,"0.00","PLATO GRANDE 27CM STYLE ROJO 2021","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
404001,"0.00","COPETINERO PLASTICO ROJO 2021","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
404007,"0.00","PORTA BOLSA DE RESIDUOS COLOR BLANCO","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
404011,"0.00","ORGANIZADOR P/ROPA INTERIOR X8 DANA LISO","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
404012,"0.00","ORGANIZAD P/ROPA INTERIOR X8 SARA ESTAMP","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
404014,"0.00","TAZA TERMICA EMOJI S/E","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
404017,"0.00","PLATO MEDIANO 20 CM ROSA","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
404022,"0.00","PREVENT PEINE FINO METALICO","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
404035,"0.00","SALAD X4 + SERV STAR C. TERRA TERRACOTA","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
404036,"0.00","SALAD X4 + SERV STAR C. TERRA SALVIA INT","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
404037,"0.00","SALAD X4 + SERV STAR C. TERRA PETROLEO","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
404048,"14999.00","CONT X3 1200 ML STAR CUISINE KEEP ROSA","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
404049,"0.00","CONT 5 DIVISIONES STAR CUISINE CANDY AQU","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
404064,"0.00","TARRO VERTEDOR LIA ROSA 500CC","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
404065,"0.00","TARRO VERTEDOR LIA AQUA 500CC","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
404066,"0.00","TARRO VERTEDOR LIA GRIS CEMENTO 500CC","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
404068,"0.00","BOMBILLA EXTRACHATA DE ACERO INOXIDABLE","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
404070,"0.00","TABLA P/PICAR CALABAZA GRIS 38X25,5CM","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
404075,"0.00","JARRA CALI S/E COLOR 2,15L","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
404077,"7999.00","CONT X3 500 ML STAR CUISINE KEEP GRIS","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
404083,"0.00","CONSERVADORA /BIDON CELESTE 2 LTS","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
404092,"0.00","SET X2 COLADORES MOMO S/E COLOR","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
404107,"0.00","AURICULAR INALAMBRICO DELUXE TECH SUST.","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
404115,"0.00","COMPOTERA TRENTO X 3 COL SALMON","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
404135,"0.00","ASADERA RECT CH SUSTITUCION","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
404137,"0.00","INDIVIDUAL VIOLETTA TOYS COSMO","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
404140,"0.00","JABONERA AMURABLE BLUME BLANCA","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
404141,"0.00","TOALLERO AMURABLE BLUME BLANCO","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
404144,"0.00","TARRO MONSTRUO EMI VERDE","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
404148,"0.00","SET PORTACEP + EXP + JABONERA SALMON","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
404154,"0.00","ASADERA RECTANGULAR SU.","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
404175,"0.00","LAPICES PASTELES X12","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
404176,"0.00","BANDEJA REDONDA NORIS LIMA SUTIL","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
404184,"0.00","SET X200 INDICA. ADHESIVOS C/ PTO. COLOR","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
404185,"7999.00","SET X 6 RESALTADORES DULL","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
404187,"0.00","NOTA ADHESIVA EN ROLLO X 8MTS","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
404190,"0.00","GOMA DE BORRAR NAVE ESPACIAL SET X 2","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
404194,"0.00","SET X 10 CLIPS CON FORMAS S/E","","","","UNI","","N","","N","N","1","11301","","","1","0","0","0","0","0","1","UNI"
